項次編號,評分等級,認定項目,行政區編號,地址,場所名稱,latitude,longitude
134,1,5,63000030,忠孝東路4段116巷1-5號,秀傳醫院,25.03589108013934,121.51994553055614
135,2,1,63000030,基隆路3段155巷107弄,台大教職員宿舍,25.01306147783001,121.54273722537586
136,1,6,63000030,信義路2段166號,捷運東門站,25.033567877816672,121.52690257537662
137,2,7,63000030,信義路4段265巷17-1號,昌軒小君悅立體停車塔,25.03422427781618,121.55204657537651
138,1,5,63000030,基隆路3段155巷57號,台大癌醫中心,25.014663177828993,121.5417527753759
139,2,7,63000020,光復南路567號,愛馬屋停車塔,25.03073047781845,121.5550115753764
140,2,4,63000020,松仁路32、36、38號,新光金融大樓,25.03875577781325,121.56559547537655
141,1,4,63000020,忠孝東路5段6、8號,市政府轉運站暨統一時代百貨公司,25.041077744985444,121.56062105385959
142,1,9,63000020,松仁路38號,寒舍艾美酒店,25.038184877813602,121.56550287537668
143,2,9,63000020,永吉路443、491巷一帶,五分埔成衣商店街,25.04643137780846,121.57654612537704
144,2,2,63000020,褔德街221巷,集合住宅,25.036628427814666,121.58255252537666
145,2,9,63000020,紫雲街22-26號,挹翠山莊RC住宅,25.01820317782673,121.57155997537605
146,2,9,63000020,崇德街200號以上,平房住宅,24.016172605871112,119.57714432020656
147,2,4,63000020,信義路5段150巷8號,雲鼎大樓,25.02956477781931,121.56809547537647
148,2,4,63000020,忠孝東路5段508至510號,家美國際金融大樓,25.036851480099504,121.54355693055815
149,2,4,63000020,基隆路1段200號,遠雄大樓,25.04021997781235,121.56100697537664
150,2,4,63000020,基隆路2段189號,文普世紀天廈,25.02486177782233,121.55083497537606
151,2,4,63000020,基隆路1段206號,點石大樓及瀚寓酒店,25.039811477812627,121.5607363753767
152,2,4,63000020,基隆路1段333號,國際貿易大樓,25.03425387781622,121.55853667537647
153,2,4,63000020,松德路151號,福爾摩沙大廈,25.036632577814697,121.57237197537661
154,1,4,63000020,松壽路2號,君悅大飯店,25.035170777815665,121.56029197537636
155,2,4,63000020,松德路94號,國際名紳大廈,25.03793547781381,121.57269527537656
156,2,4,63000020,信義路5段150巷2號,環球世貿大樓,25.028946377819686,121.56947767537635
157,2,4,63000020,松德路93至127號,凱夏社區大樓,25.03797057781381,121.57346827537667
158,2,4,63000020,松德路171號,僑泰首席大樓,25.035781577815268,121.57226777537664
159,1,4,63000020,信義路5段7號、市府路45號,臺北101大樓,25.033026977817038,121.56137397537644
160,2,4,63000020,信義路4段460至466號,信基大樓,25.03273427781717,121.55621627537649
161,2,4,63000020,信義路4段456至458號,世紀金融廣場,25.032826977817123,121.55576227537645
162,2,4,63000020,松仁路3號,中油大樓,25.039767777812628,121.5663877753767
163,2,4,63000020,松仁路7號,國泰金融大樓,25.03813987781372,121.56610177537655
164,1,5,63000020,吳興街252號,臺北醫學大學附設醫院,25.026955477820973,121.56043707537631
165,2,5,63000020,信義路6段15巷16號1樓,臺北市私立康庭老人養護所,25.035263277815503,121.57272397537653
166,2,5,63000020,中坡北路21號1-2樓、23號2樓,臺北市私立倚青苑老人養護所,25.04490487780928,121.57827107537683
167,2,5,63000020,松隆路36號6樓,恆愛發展中心,25.0433498778103,121.56488917537673
168,1,9,63000020,松山路11號,松山火車站暨潤泰百益股份有限公司,25.049306577806526,121.57661167537712
169,1,5,63000020,松德路309號,臺北市立療養院,25.0292131778196,121.57194437537645
170,2,9,63000020,菸廠路88號,松山菸廠-誠品生活股份有限公司松山分公司,25.044560777809593,121.5587757753769
171,2,6,63000020,忠孝東路4段400號,捷運板南線國父紀念館站,25.041357277811578,121.55500907537672
172,2,6,63000020,忠孝東路5段、虎林街口(忠孝東路5段455號),捷運板南線永春站,25.048455877807015,121.57300347537709
173,1,6,63000020,忠孝東路5段、基隆路口,捷運板南線市政府站,25.044748894947404,121.55954005386151
174,1,8,63000020,忠孝東路5段297號,"七品餐坊七品餐坊
(含KTV SING!GO)",25.041192077811697,121.5708181753767
175,2,8,63000020,松壽路11號,新光三越百貨公司A11館,25.03605227781501,121.56451447537657
176,2,8,63000020,松高路12號,新光三越百貨公司A8館,25.03822407781365,121.5642159753766
177,1,8,63000020,松壽路12號,"ATT 4 FUN
(含KTV SING!GO)",25.035313577815582,121.56349097537658
178,1,9,63000020,信義路5段1號,臺北國際會議中心,25.03358207781667,121.55824067537652
179,1,9,63000020,信義路5段5號,世貿展覽中心,25.033259077816833,121.55974907537639
180,2,9,63000020,吳興街600巷,吳興街狹小巷道,25.02081062782493,121.56704482537609
181,2,9,63000020,信義路5段,信義快速道路(象山隧道),25.032958177817097,121.56454567537652
182,2,8,63000020,松高路19號,新光三越百貨公司A4館,25.039732577812682,121.56391017537669
183,2,4,63000020,松高路9、11號,統一國際大樓,25.039749677812726,121.56234867537665
184,2,9,63000020,信義路4段375號,玫瑰欣欣大樓,25.033296977816768,121.55522147537663
185,2,9,63000020,基隆路2段22號,惠安大樓,25.03198667781772,121.55612687537645
186,2,9,63000020,基隆路1段432號,雙雄世貿大樓,25.033721277816596,121.55703647537649
187,2,9,63000020,基隆路2段109號B1,好樂迪KTV,25.028955677819695,121.55482677537643
188,2,4,63000020,松智路1號,華新麗華大樓,25.03875877781324,121.56368457537667
189,2,8,63000020,松仁路28號,震怡股份有限公司,25.03958237781283,121.56522747537684
190,1,8,63000020,松壽路22號,NEO19,25.035364977815554,121.56533877537655
191,2,4,63000020,信義路5段95號,冠德遠見大樓,25.03318397781693,121.56945057537642
192,2,4,63000020,信義路5段91巷2號,寶徠花園廣場社區,25.03334437781678,121.56853917537654
193,2,8,63000020,松壽路9號,新光三越A9館,25.036310377814846,121.56428387537662
194,1,4,63000020,忠孝東路5段10號,時代飯店,25.041444977811555,121.56271707537668
195,2,9,63000020,信義路5段(松仁路至松德路段),信義車行地下道,25.032958177817097,121.56454567537652
196,1,4,63000020,松高路16、18號,富邦信義商旅大樓(含寒舍國際酒店股份有限公司及微風置地股份有限公司松高分公司),25.038155377813666,121.56473897537661
197,2,9,63000020,逸仙路26巷1號B1,收多易股份有限公司,25.03956287781277,121.55933647537665
198,2,4,63000020,松勇路69巷2號,臺北信義社區,25.033336477816874,121.56794657537651
199,2,7,63000020,富陽街57號,名人居-停車塔,25.022149277824074,121.5539536753761
200,2,4,63000020,松仁路123號,華南銀行總行大樓,25.034519177816072,121.56620597537648
201,2,4,63000020,松高路1號,遠雄金融中心,25.039624977812725,121.5617328753765
202,2,7,63000020,忠孝東路5段15巷15號,筌壹企業股份有限公司停車場(停車塔),25.04126597781165,121.5628546753768
203,2,7,63000020,光復南路439號,仁愛PAGE 1大樓(停車塔),25.035665377815317,121.55515257537658
204,2,7,63000020,信義路4段450巷1號,愛馬屋101場(停車塔),25.03243797781736,121.55603407537646
205,2,4,63000020,松勇路53巷21號,文心信義大樓,25.034383177816164,121.56845477537648
206,2,4,63000020,松智路17號,南山人壽保險股份有限公司(南山廣場),25.03450187781606,121.56362417537645
207,2,4,63000020,忠孝東路5段68號,國泰置地廣場暨信義微風百貨,25.04037917781222,121.5644414753767
208,2,8,63000020,松仁路58號,遠東百貨A13,25.036755577814624,121.56537557537656
209,2,4,63000020,松高路77號,富邦信義大樓A棟,25.039333377812927,121.56776987537667
210,2,9,63000020,松壽路12號10樓,唯優餐飲有限公司,25.03538647781549,121.56340087537656
211,2,9,63000020,松壽路22號B1樓,樂三實業股份有限公司(UNDERLINK),25.03550307781545,121.56528507537658
212,1,9,63000020,忠孝東路4段515號,臺北文化體育園區,25.042254894973237,121.5423321038602
213,2,4,63000090,南港路3段47巷55號,潤泰玉成總部辦公大樓,25.05185627780487,121.58872137537718
214,2,9,63000090,中南街1號2樓,中南街1號2樓,25.0550799778026,121.61278807537715
215,1,6,63000090,忠孝東路7段380號,捷運板南線南港站,25.051856177804883,121.604002075377
216,1,5,63000090,同德路87號,忠孝醫院,25.04659967780816,121.58356727537691
217,2,9,63000090,南港路1段32號,捷運文湖線南港展覽館站,25.055088977802704,121.6150305753772
218,1,9,63000090,三重路19號,南港經貿園區,25.056665377801757,121.61075207537722
219,2,2,63000090,中南街134巷內,老舊社區,25.05346804445096,121.61401698868073
220,2,9,63000090,研究院路3段161巷3號,六韜瓦斯分裝場,25.030819477818337,121.61222787537628
221,1,9,63000090,經貿二路1號,台北世貿南港展覽館,25.05644517780173,121.61537637537711
222,2,9,63000090,研究院路1段99號,太陽大帝住商大廈,25.05226697780457,121.6138085753771
223,1,9,63000090,南港區研究院路2段128號內之(化學研究所) ,中央研究院,25.042441161243282,121.60910199281396
224,2,6,63000090,研究院路1段1號,捷運南港展覽館站,25.04928431122572,121.60792789281507
225,1,4,63000090,園區街3號,南港軟體工業園區第二期大樓,25.058486077800517,121.60930757537756
226,1,9,63000090,三重路66號,南港軟體工業園區第三期大樓,25.057153477801414,121.61186677537724
227,1,9,63000090,南港路1段313、315號,南港火車站及高鐵站,25.052991177804106,121.60452147537706
228,1,9,63000090,忠孝東路7段359~369號,南港車站辦公大樓、潤泰南港車站商場及六福萬怡酒店,25.05251237780439,121.60348087537709
229,1,9,63000090,經貿二路2號,南港展覽館二館,25.056317477801855,121.61325547537712
230,2,7,63000090,研究院路1段101巷10號,大哲悅社區停車塔,25.051775377804866,121.61404297537709
231,2,4,63000100,內湖路2段103巷16號,勤美璞真碧湖畔,25.080479777786312,121.57903037537803
232,2,4,63000100,成功路4段178至180號,雙湖匯大樓,25.083424677784407,121.5911531753782
233,2,4,63000100,內湖路3段72巷61號,森之林大廈,25.08872717778094,121.58818117537821
234,2,4,63000100,星雲街168巷29至43號,力霸國鼎大廈,25.079972277786606,121.59448567537801
235,2,4,63000100,星雲街150巷26至32號,大成大賞公寓大廈,25.079508677786876,121.59363517537798
236,2,4,63000100,成功路2段365號,現代米羅大廈,25.073642877790682,121.58753407537769
237,2,4,63000100,瑞光路392號,光寶科技大樓,25.077895777787983,121.56854537537794
238,2,5,63000100,成功路2段325號,三軍總醫院,25.07336907779093,121.59335227537781
239,2,5,63000100,成功路3段88、90號2樓及76巷9號2樓,臺北市私立瑞安老人養護所,25.00575738655312,121.45658375279231
240,2,5,63000100,成功路2段488號2.3樓及490號2樓,臺北市私立銀髮族老人養護所,25.073974178560835,121.56470568063573
241,2,8,63000100,新湖三路23號,特力屋廣場,25.062152577798134,121.57166577537744
242,2,8,63000100,舊宗路1段128號,宜家家居股份有限公司-內湖分公司,25.06095077779899,121.57546897537736
243,2,8,63000100,舊宗路1段268號,好市多大賣場,25.063863277796955,121.5733051753774
244,2,8,63000100,舊宗路1段188號,大潤發大賣場二館,25.06230687779806,121.5731338753775
245,2,8,63000100,堤頂大道1段331號,燦坤3C賣場,25.062783377797686,121.57037507537744
246,2,9,63000100,民權東路6段180巷42弄6號,婦幼家園,25.06734617779475,121.58997987537751
247,2,4,63000100,民權東路6段296巷76、82至90號,大湖亭閣,25.069234277793544,121.60796517537757
248,2,5,63000100,民權東路6段280巷19弄1至7號1樓,臺北市私立童音老人養護所,25.071745377791945,121.60257627537781
249,2,5,63000100,陽光街72-1號1樓,私立文德老人養護所,25.076207977789075,121.5835870753778
250,2,5,63000100,成功路5段420巷26-28號,康寧醫院,25.07586127778929,121.60635582537789
251,2,8,63000100,民善街88號,家樂福大賣場,25.059146377800122,121.57177797537729
252,2,8,63000100,民善街205號,禮客時尚館,25.064102077796903,121.57219107537755
253,2,4,63000100,堤頂大道路2段235-241號,精英大樓,25.078132677787757,121.56452937537789
254,2,4,63000100,金湖路79號,輝煌世紀,23.97552730403321,112.71561262571981
255,2,9,63000100,成功路4段32號至58號、成功路4段30巷7號至21號及47號至53號,宏泰巨星,25.00575738655312,121.45658375279231
256,2,5,63000100,內湖路2段360號,中國醫藥大學附設臺北分院,25.08214597778523,121.5881578753781
257,2,5,63000100,內湖路2段253巷1弄3號B1至2樓,臺北市私立祥家老人養護所,25.077258678424812,121.56104978064262
258,2,9,63000100,內湖路1段256號,捷運內湖線西湖站,25.083494677784376,121.56910677537813
259,2,9,63000100,內湖路1段663號,捷運內湖線港漧站,25.078689978365542,121.56376718064561
260,2,9,63000100,文德路214號,捷運內湖線文德站,25.07846787778761,121.58212327537797
261,2,9,63000100,成功路4段143號,捷運內湖線內湖站,25.082854577784786,121.59112347537805
262,2,9,63000100,成功路5段11號,捷運內湖線大湖公園站,25.083595377784253,121.59971847537807
263,2,9,63000100,康寧路3段16號,捷運內湖線葫洲站,25.07252677779142,121.60476577537776
264,2,9,63000100,康寧路3段235號,捷運內湖線東湖站,25.067125877795,121.60914317537755
265,2,5,63000100,金龍路136-1號B2-6樓,金龍發展中心,25.085764777782813,121.58748407537817
266,2,9,63000100,星雲街16巷63號至69號,馬蒂斯小丘社區,25.07905476114857,121.58924124281901
267,2,9,63000100,成功路2段456巷1號,大台北瓦斯-成功基地,25.073682877790734,121.5851829753778
268,2,9,63000100,大湖街121號,東宜瓦斯行,25.092281177778613,121.6011922753782
269,2,9,63000100,大湖街125號,欣湖瓦斯行,25.093558677777736,121.60210027537848
270,2,4,63000100,環山路1段26號,上林苑社區,25.084756877783573,121.56283057537819
271,2,4,63000100,成功路4段91號,基泰御峰,25.08246147778499,121.59077697537806
272,2,9,63000100,舊宗路二段105號3樓,摩爾空間個人倉庫（內科店）,25.068656977794056,121.57247907537774
273,1,9,63000100,民權東路6段296巷121號B2,摩爾空間個人倉庫（東湖店）,25.06945377779342,121.6068677753776
274,2,9,63000100,成功路5段2號B1,台灣便利倉（內湖倉）,25.08477797778355,121.5982700753782
275,2,4,63000100,內湖路1段411巷66號,長虹天璽大廈,25.083952277784032,121.56839967537812
276,2,4,63000100,金湖路125號,文心AIT,25.080364377786378,121.59555957537798
277,2,9,63000100,內湖路3段60巷27號,安縵莊園,25.08832987778122,121.59106407537828
278,2,9,63000100,成功路4段68號B1樓,好樂迪股份有限公司內湖分公司,25.082660077784926,121.59019037537807
279,2,9,63000100,成功路4段68號B2樓,好手撞球運動館,25.08283267778474,121.59041927537812
280,2,8,63000100,成功路4段188至192號 ,潤泰京采大樓,25.084631677783584,121.59126897537818
281,2,9,63000100,康寧路3段72號3、4樓,哈拉影城,25.069691577793293,121.60888737537773
282,2,4,63000100,文德路210巷30弄81號至91號,新光碧湖天大廈,25.052266679460274,121.54852003059037
283,2,4,63000100,內湖區潭美街533~539號,長虹雲端科技大樓,25.061113877798814,121.59684017537728
284,2,9,63000100,內湖區成功路4段358號B1,台灣便利倉內湖二店,25.084845977783505,121.59765017537822
285,2,4,63000100,新明路428巷1號,翔譽愛力大樓,25.054559977803,121.57693507537718
286,2,5,63000100,行善路250號,臺北市立行愛住宿長照機構,25.0604535777993,121.57857527537737
