"data_time","行政區","位置","淹水期間","淹水時間(分鐘)","最高淹水深度(公分)"
"2024-10-03 16:09:00+08","瑞芳區","瑞芳區魚桀魚坑路181號","2024-10-03 16:09:00~2024-10-04 22:59:55","1850","-"
"2024-10-03 15:02:00+08","瑞芳區","瑞芳區新北市瑞芳區逢甲路  平交道附近","2024-10-03 15:02:00~2024-10-04 22:59:55","1917","-"
"2024-10-03 14:03:00+08","瑞芳區","瑞芳區新北市瑞芳區明燈路  往62快速道路","2024-10-03 14:03:00~2024-10-03 20:00:00","357","20.00"
"2024-10-03 12:31:00+08","貢寮區","貢寮區和美街42號","2024-10-03 12:31:00~2024-10-04 22:59:55","2068","-"
"2024-10-03 10:40:00+08","瑞芳區","瑞芳區瑞濱簡易法庭","2024-10-03 10:40:00~2024-10-03 22:00:00","680","-"
"2024-10-03 09:59:04+08","瑞芳區","明燈路二段、明燈路二段85巷口","2024-10-03 09:59:04~2024-10-03 10:09:04","10","12.00"
"2024-10-03 09:44:00+08","瑞芳區","瑞芳區四腳亭坑路6之1號","2024-10-03 09:44:00~2024-10-04 22:59:55","2235","-"
"2024-10-03 06:34:00+08","瑞芳區","瑞芳區大寮路2-3號附近(瑞芳聖祖壇)","2024-10-03 06:34:00~2024-10-03 22:00:00","926","-"
"2024-10-03 05:14:00+08","瑞芳區","新北市瑞八公路(台2丁線12K 新北市瑞八公路(台2丁線12K+023)退水","2024-10-03 05:14:00~2024-10-03 06:20:00","66","-"
"瑞芳區","2024-10-02 22:20:00~2024-10-03 00:50:00","150","-"
"2024-10-02 22:14:00+08","瑞芳區","瑞芳區(經緯:121.79766;25.11998) 參考地址:新北市瑞芳區深澳坑路與基隆市的交界處，實際地址以派遣令地圖為主","2024-10-02 22:14:00~2024-10-03 21:50:00","1416","-"
"2024-10-02 22:02:00+08","瑞芳區","瑞芳區瑞濱路123之3號","2024-10-02 22:02:00~2024-10-03 23:20:00","1518","-"
"2024-10-02 21:55:00+08","瑞芳區","瑞芳區台2丁線12K+230(順樁)","2024-10-02 21:55:00~2024-10-03 00:20:00","145","-"
"2024-10-02 21:50:00+08","瑞芳區","瑞芳區瑞芳街21之1號附近","2024-10-02 21:50:00~2024-10-03 00:20:00","150","-"
"2024-10-02 21:40:00+08","瑞芳區","瑞芳區瑞濱路123之3號","2024-10-02 21:40:00~2024-10-03 23:20:00","1540","-"
"2024-10-02 21:36:00+08","瑞芳區","瑞芳區新北市瑞芳區 瑞濱隧道-台2丁線","2024-10-02 21:36:00~2024-10-03 00:20:00","164","-"
"瑞芳區","2024-10-02 20:34:00~2024-10-03 09:19:06","765","-"
"2024-09-22 22:00:00+08","淡水區","淡金路及商工路口","2024-09-22 22:00:00~2024-09-22 23:50:00","110","-"
"2024-09-22 21:55:00+08","汐止區","南陽街車行地下道","2024-09-22 21:55:00~2024-09-22 23:15:00","80","74.00"
"2024-09-22 20:25:00+08","蘆洲區","仁愛街35巷14弄1號","2024-09-22 20:25:00~2024-09-22 21:05:00","40","12.00"
"2024-09-22 20:19:08+08","五股區","成泰路一段98巷","2024-09-22 20:19:08~2024-09-22 20:29:08","10","18.00"
"2024-09-22 19:45:00+08","蘆洲區","仁愛街212巷24號","2024-09-22 19:45:00~2024-09-22 23:05:00","200","34.00"
"2024-09-22 15:04:00+08","新莊區","新店區中正路與環河路","2024-09-22 15:04:00~","null","-"
"2024-09-22 12:30:00+08","樹林區","柑園街一段335巷口","2024-09-22 12:30:00~2024-09-22 15:10:00","160","20.00"
"2024-09-22 12:00:00+08","樹林區","佳園路三段145巷30-16號","2024-09-22 12:00:00~2024-09-22 13:30:00","90","20.00"
"2024-09-22 11:59:00+08","新店區","新店區寶慶街6號","2024-09-22 11:59:00~2024-09-22 13:40:00","101","-"
"2024-09-07 19:20:00+08","永和區","國光路35號","2024-09-07 19:20:00~2024-09-07 19:50:00","30","28.00"
"2024-08-23 14:30:00+08","永和區","國光路35號","2024-08-23 14:30:00~2024-08-23 15:15:00","45","30.00"
"2024-08-20 16:38:04+08","五股區","成泰路一段98巷","2024-08-20 16:38:04~2024-08-20 17:49:04","71","41.00"
"2024-08-15 15:24:04+08","五股區","成泰路一段98巷","2024-08-15 15:24:04~2024-08-15 15:41:04","17","19.00"
"2024-08-15 15:20:00+08","新莊區","幸福路834號","2024-08-15 15:20:00~2024-08-15 15:40:00","20","13.00"
"2024-08-14 13:50:00+08","新莊區","新泰路82號","2024-08-14 13:50:00~2024-08-14 14:15:00","25","17.00"
"2024-08-09 13:15:00+08","永和區","國光路35號","2024-08-09 13:15:00~2024-08-09 13:25:00","10","13.00"
"2024-07-24 17:15:00+08","新店區","新店區寶高路120巷5弄2號","2024-07-24 17:15:00~2024-07-24 18:20:00","65","-"
"2024-07-02 15:10:00+08","樹林區","樹林區柑園街一段335巷口","2024-07-02 15:10:00~2024-07-02 16:10:00","60","9.00"
"2024-07-02 15:10:00+08","新店區","新北市新店區永業路81巷路口","2024-07-02 15:10:00~2024-07-02 16:10:00","60","10.00"
"2024-07-02 15:10:00+08","新店區","新北市新店區 安平路高速公路涵洞","2024-07-02 15:10:00~2024-07-02 15:30:00","20","10.00"
"2024-07-02 15:10:00+08","三峽區","三峽區大學路及學勤路口","2024-07-02 15:10:00~2024-07-02 15:30:00","20","10.00"
"2024-07-02 15:10:00+08","樹林區","樹林區佳園路三段145巷30-16號","2024-07-02 15:10:00~2024-07-02 15:30:00","20","10.00"
"2024-07-02 15:10:00+08","新店區","新店區新烏路二段廣興","2024-07-02 15:10:00~2024-07-02 15:20:00","10","10.00"
"2024-06-28 16:13:00+08","中和區","新北市 中和區 華新街","2024-06-28 16:13:00~2024-06-28 16:29:00","16","10.00"
"2024-06-28 15:50:00+08","土城區","新北市 土城區 永豐路","2024-06-28 15:50:00~2024-06-28 16:40:00","50","10.00"
"2024-06-24 15:10:00+08","永和區","國光路35號","2024-06-24 15:10:00~2024-06-24 15:30:00","20","18.00"
"2024-06-24 15:00:00+08","新店區","新北市新店區安平路","2024-06-24 15:00:00~2024-06-24 15:30:00","30","10.00"
"2024-06-23 16:00:00+08","土城區","新北市土城區永豐路","2024-06-23 16:00:00~2024-06-23 16:30:00","30","10.00"
"2024-06-21 15:00:04+08","永和區","林森路65號","2024-06-21 15:00:04~2024-06-21 16:54:16","114","19.00"
"土城區","2024-06-18 16:20:00~2024-06-18 17:20:00","60","9.00"
"2024-04-18 07:30:00+08","汐止區","新北勢汐止區崇德里","2024-04-18 07:30:00~2024-04-18 09:20:00","110","70.00"
